0	5	10.035	15.08	20.11	25.13	20.11	15.08	10.035	5	0
0.00	1.15	2.42	3.63	4.85	6.08	4.87	3.65	2.42	1.21	0.00
0	5	10.035	15.08	20.11	25.13	20.11	15.08	10.035	5	0
0	1.2	2.42	3.66	4.88	6.1	4.89	3.67	2.44	1.22	0.01
0	5	10.035	15.08	20.11	25.13	20.11	15.08	10.035	5	0
0.00	1.21	2.42	3.65	4.86	6.08	4.87	3.65	2.43	1.19	0.00
0	5	10.035	15.08	20.11	25.13	20.11	15.08	10.035	5	0
0.00	1.2	2.42	3.64	4.87	6.09	4.87	3.65	2.43	1.21	-0.01
